X,Y,OBJECTID,codigo,uf,codigo_anterior,regime,enquadramento,responsavel,latitude,longitude,corpo_hidrico,ano,contagem,media,minimo,maximo,stddev,variancia
-55.2722219999999,-20.4775,1,00MS23CH2018,MS,,lotico,2,IMASUL,-20.4775,-55.272222,Rio Cachoeirão,2017,6,"73,67","70,60","75,30","2,38","5,65"
-55.110556,-20.6408329999999,2,00MS23CN2002,MS,,lotico,2,IMASUL,-20.640833,-55.110556,Rio Canastrão,2017,6,"70,17","65,90","72,70","3,32","11,05"
-56.1203,-21.4831,3,00MS23MI0602,MS,,lotico,0,IMASUL,-21.4831,-56.1203,Rio Miranda,2017,6,"71,63","70,70","73,00","1,08","1,17"
-56.399167,-20.240833,4,00MS23MI1292,MS,00MS23MI2292,lotico,1,IMASUL,-20.240833,-56.399167,Rio Miranda,2017,6,"63,17","60,10","67,20","3,26","10,64"
-57.3380559999999,-19.421389,5,00MS23MI2000,MS,,lotico,2,IMASUL,-19.421389,-57.338056,Rio Miranda,2017,6,"70,00","61,60","75,20","6,57","43,14"
-56.8149999999999,-19.783333,6,00MS23MI2147,MS,,lotico,2,IMASUL,-19.783333,-56815,Rio Miranda,2017,6,"69,57","59,40","78,20","8,49","72,10"
-56.8149999999999,-19.789167,7,00MS23MI2148,MS,,lotico,2,IMASUL,-19.789167,-56815,Rio Miranda,2017,6,"67,33","60,90","72,80","5,37","28,88"
-56.09,-20.7633329999999,8,00MS23MI2444,MS,,lotico,2,IMASUL,-20.763333,-56.09,Rio Miranda,2017,6,"66,63","64,70","70,20","2,77","7,65"
-56.1294,-21.4666999999999,9,00MS23MI2601,MS,,lotico,2,IMASUL,-21.4667,-56.1294,Rio Miranda,2017,6,"71,30","69,30","72,50","1,56","2,43"
-56.493611,-20.2147219999999,10,00MS23SA2001,MS,,lotico,2,IMASUL,-20.214722,-56.493611,Rio Salobra,2017,6,"63,77","54,10","68,80","7,49","56,10"
-44.6480529999999,-22.494356,11,00RJ02AB0155,RJ,,lotico,12,INEA,-22.494356,-44.648053,Córrego Água Branca,2017,4,"61,85","58,60","65,10","3,75","14,08"
-42.514169,-22.2218,12,00RJ02BG0366,RJ,,lotico,12,INEA,-22.2218,-42.514169,Rio Bengala,2017,8,"51,50","44,70","54,60","4,28","18,33"
-44.196647,-22.518814,13,00RJ02BN0180,RJ,,lotico,2,INEA,-22.518814,-44.196647,Rio Bananal,2017,4,"53,45","51,40","55,50","2,37","5,60"
-42.5715749999999,-22.219061,14,00RJ02GR0361,RJ,,lotico,12,INEA,-22.219061,-42.571575,Rio Grande,2017,8,"58,50","35,40","69,90","14,46","209,16"
-43.182539,-22.503911,15,00RJ02PB0002,RJ,,lotico,12,INEA,-22.503911,-43.182539,Rio Piabanha,2017,4,"53,95","52,20","55,70","2,02","4,08"
-43.143986,-22.126539,16,00RJ02PB0011,RJ,,lotico,12,INEA,-22.126539,-43.143986,Rio Piabanha,2017,4,"70,65","69,60","71,70","1,21","1,47"
-43.8269109999999,-22.467708,17,00RJ02PI0241,RJ,,lotico,12,INEA,-22.467708,-43.826911,Rio Piraí,2017,4,"40,20","35,60","44,80","5,31","28,21"
-43.14652778,-22.091917,18,00RJ02PN0270,RJ,,lotico,2,INEA,-22.091917,-43.14652778,Informação não disponível,2017,4,"66,45","56,20","76,70","11,84","140,08"
-43.27661111,-22.012194,19,00RJ02PN0273,RJ,,lotico,2,INEA,-22.012194,-43.27661111,Informação não disponível,2017,4,"63,55","56,00","71,10","8,72","76,00"
-44.4033029999999,-22.456272,20,00RJ02PP0160,RJ,,lotico,12,INEA,-22.456272,-44.403303,Rio Pirapetinga,2017,4,"64,05","61,40","66,70","3,06","9,36"
-43.9403169999999,-22.349867,21,00RJ02PQ0113,RJ,,lotico,12,INEA,-22.349867,-43.940317,Rio Paquequer,2017,8,"53975,00","49,80","56,00","2,66","7,05"
-43.9148749999999,-22.2487439999999,22,00RJ02PR0091,RJ,,lotico,12,INEA,-22.248744,-43.914875,Rio Preto,2017,8,"54125,00","41,70","62,70","8,20","67,24"
-44.5684939999999,-22.529033,23,00RJ02PS0410,RJ,,lentico,2,INEA,-22.529033,-44.568494,Rio Paraíba do Sul,2017,26,"69,51","62,10","77,20","5,09","25,86"
-44.4479249999999,-22.466897,24,00RJ02PS0413,RJ,,lotico,2,INEA,-22.466897,-44.447925,Rio Paraíba do Sul,2017,26,"55,75","48,70","64,90","5,89","34,70"
-44.300378,-22.4504689999999,25,00RJ02PS0415,RJ,,lotico,2,INEA,-22.450469,-44.300378,Rio Paraíba do Sul,2017,22,"63,38","56,60","72,50","5,16","26,58"
-44.1899529999999,-22.525772,26,00RJ02PS0418,RJ,,lotico,2,INEA,-22.525772,-44.189953,Rio Paraíba do Sul,2017,18,"58,83","52,50","65,00","3,89","15,11"
-44.133203,-22.5199689999999,27,00RJ02PS0419,RJ,,lotico,2,INEA,-22.519969,-44.133203,Rio Paraíba do Sul,2017,20,"58,87","50,10","65,00","5,45","29,69"
-44.0630189999999,-22.47845,28,00RJ02PS0421,RJ,,lotico,2,INEA,-22.47845,-44.063019,Rio Paraíba do Sul,2017,26,"57,93","52,00","64,90","3,52","12,38"
-43.9345779999999,-22.4990309999999,29,00RJ02PS0423,RJ,,lotico,2,INEA,-22.499031,-43.934578,Informação não disponível,2017,26,"59,77","52,00","69,00","5,83","34,02"
-43.827594,-22.464981,30,00RJ02PS0425,RJ,,lotico,2,INEA,-22.464981,-43.827594,Rio Paraíba do Sul,2017,26,"61,10","44,20","69,40","7,85","61,58"
-43.1694189999999,-22.105022,31,00RJ02PS0430,RJ,,lotico,2,INEA,-22.105022,-43.169419,Rio Paraíba do Sul,2017,24,"60,23","45,70","69,20","7,49","56,03"
-42.9963888899999,-22.0347219999999,32,00RJ02PS0431,RJ,,lotico,2,INEA,-22.034722,-42.99638889,Rio Paraíba do Sul,2017,30,"71,75","51,00","84,00","9,51","90,39"
-42.9099859999999,-21.990964,33,00RJ02PS0432,RJ,,lotico,2,INEA,-21.990964,-42.909986,Rio Paraíba do Sul,2017,26,"72,81","60,90","81,60","7,36","54,13"
-42.0829639999999,-21.666458,34,00RJ02PS0434,RJ,,lotico,2,INEA,-21.666458,-42.082964,Informação não disponível,2017,20,"73,26","57,60","80,20","8,31","68,98"
-41.1541666699999,-21.6291669999999,35,00RJ02PS0436,RJ,,lotico,3,INEA,-21.629167,-41.15416667,Informação não disponível,2017,22,"69,59","58,50","75,60","5,73","32,85"
-41.7458329999999,-21.6433329999999,36,00RJ02PS0439,RJ,,lotico,2,INEA,-21.643333,-41.745833,Informação não disponível,2017,20,"67,65","59,70","74,90","5,77","33,29"
-41.3305559999999,-21.7444439999999,37,00RJ02PS0441,RJ,,lotico,3,INEA,-21.744444,-41.330556,Informação não disponível,2017,18,"72,26","67,20","79,50","4,49","20,13"
-44.6143527799999,-22.3294638899999,38,00RJ02PT0001,RJ,,lotico,1,INEA,-22.32946389,-44.61435278,Rio Preto,2017,4,"83,65","82,50","84,80","1,33","1,76"
-44.5885499999999,-22.3199861099999,39,00RJ02PT0002,RJ,,lotico,1,INEA,-22.31998611,-44.58855,Rio Preto,2017,6,"69,23","68,20","69,80","0,80","0,64"
-44.56260278,-22.330775,40,00RJ02PT0003,RJ,,lotico,1,INEA,-22.330775,-44.56260278,Rio Preto,2017,6,"70,07","61,90","74,20","6,33","40,02"
-44.5362166699999,-22.32975556,41,00RJ02PT0004,RJ,,lotico,1,INEA,-22.32975556,-44.53621667,Rio Preto,2017,4,"73,05","71,50","74,60","1,79","3,20"
-44.5308222199999,-22.32742222,42,00RJ02PT0005,RJ,,lotico,1,INEA,-22.32742222,-44.53082222,Rio Preto,2017,4,"72,95","69,20","76,70","4,33","18,75"
-44.5080805599999,-22.30686944,43,00RJ02PT0006,RJ,,lotico,1,INEA,-22.30686944,-44.50808056,Rio Preto,2017,6,"72,63","69,40","74,30","2,50","6,27"
-43.13391389,-22.38680278,44,00RJ02SA0100,RJ,,lotico,99,INEA,-22.38680278,-43.13391389,Rio Santo Antônio,2017,4,"58,25","57,30","59,20","1,10","1,20"
-42.0574999999999,-22.23911111,45,00RJ04DB0010,RJ,,lotico,12,INEA,-22.23911111,-42.0575,Rio Duas Barras,2017,8,"58,85","46,20","72,50","10,63","113,10"
-41.86072222,-22.41869444,46,00RJ04IM0010,RJ,,lotico,12,INEA,-22.41869444,-41.86072222,Rio Imboassica,2017,2,"45,80","45,80","45,80","0,00","0,00"
-41.8769805599999,-22.295017,47,00RJ04MC0002,RJ,,lotico,12,INEA,-22.295017,-41.87698056,Rio Macaé,2017,6,"68,97","60,30","80,20","9,12","83,15"
-42.31089444,-22.37271944,48,00RJ04MC0010,RJ,,lotico,12,INEA,-22.37271944,-42.31089444,Rio Macaé,2017,6,"76,03","69,80","79,20","4,83","23,31"
-41.9815555599999,-22.2704444399999,49,00RJ04OU0020,RJ,,lotico,12,INEA,-22.27044444,-41.98155556,Rio do Ouro,2017,4,"58,85","45,70","72,00","15,18","230,56"
-42.3104999999999,-22.38713889,50,00RJ04RB0010,RJ,,lotico,12,INEA,-22.38713889,-42.3105,Rio Bonito,2017,6,"81,50","74,20","85,20","5,65","31,98"
-41.93221111,-22.5179722199999,51,00RJ04RO0015,RJ,,lotico,12,INEA,-22.51797222,-41.93221111,Rio das Ostras,2017,6,"43,70","40,20","46,00","2,76","7,59"
-42.2023333299999,-22.36141667,52,00RJ04SN0005,RJ,,lotico,12,INEA,-22.36141667,-42.20233333,Rio Sana,2017,6,"79,43","76,20","81,10","2,50","6,27"
-42.01769444,-22.2333333299999,53,00RJ04SP0010,RJ,,lotico,12,INEA,-22.23333333,-42.01769444,Rio São Pedro,2017,4,"69,80","69,50","70,10","0,35","0,12"
-41.87277778,-22.277778,54,00RJ04SP0050,RJ,,lotico,12,INEA,-22.277778,-41.87277778,Rio São Pedro,2017,8,"66175,00","62,20","70,30","4,20","17,63"
-42.3601639999999,-22.712392,55,00RJ05BC0002,RJ,,lotico,12,INEA,-22.712392,-42.360164,Rio Bacaxá,2017,2,"75,00","75,00","75,00","0,00","0,00"
-42.4001749999999,-22.642692,56,00RJ05CP0002,RJ,,lotico,12,INEA,-22.642692,-42.400175,Rio Capivari,2017,2,"67,60","67,60","67,60","0,00","0,00"
-42.363825,-22.564714,57,00RJ05SJ0003,RJ,,lotico,12,INEA,-22.564714,-42.363825,Rio São João,2017,2,"83,80","83,80","83,80","0,00","0,00"
-42.266606,-22.587844,58,00RJ05SJ0012,RJ,,lotico,12,INEA,-22.587844,-42.266606,Rio São João,2017,2,"79,80","79,80","79,80","0,00","0,00"
-42.021417,-22.7177189999999,59,00RJ06UN0100,RJ,,lotico,12,INEA,-22.717719,-42.021417,Rio Una,2017,2,"52,80","52,80","52,80","0,00","0,00"
-43.3306944399999,-22.812542,60,00RJ10AC0240,RJ,,lotico,12,INEA,-22.812542,-43.33069444,Rio Acarí,2017,8,"25,30","20,40","29,90","4,04","16,35"
-43.3511109999999,-22.822583,61,00RJ10AC0241,RJ,,lotico,12,INEA,-22.822583,-43.351111,Rio Acarí,2017,8,"23825,00","21,90","25,40","1,44","2,06"
-43.03058333,-22.8753889999999,62,00RJ10AN0738,RJ,,lotico,12,INEA,-22.875389,-43.03058333,Rio Alcântara,2017,6,"32,60","29,40","34,60","2,50","6,27"
-43.010756,-22.839311,63,00RJ10AN0740,RJ,,lotico,12,INEA,-22.839311,-43.010756,Rio Alcântara,2017,6,"26,80","22,60","30,20","3,45","11,94"
-43.013975,-22.791008,64,00RJ10AN0741,RJ,,lotico,12,INEA,-22.791008,-43.013975,Rio Alcântara,2017,6,"23,27","22,60","24,40","0,88","0,78"
-43.0062555599999,-22.825367,65,00RJ10AN0750,RJ,,lotico,12,INEA,-22.825367,-43.00625556,Rio Alcântara,2017,6,"26,17","23,00","29,10","2,73","7,47"
-43.102569,-22.855397,66,00RJ10BM0760,RJ,,lotico,12,INEA,-22.855397,-43.102569,Rio Bomba,2017,6,"30,03","23,60","34,50","5,11","26,08"
-43.411572,-22.736511,67,00RJ10BT0100,RJ,,lotico,12,INEA,-22.736511,-43.411572,Rio da Bota,2017,8,"22,00","18,90","24,70","2,22","4,94"
-43.31760833,-22.7884916699999,68,00RJ10CB0004,RJ,,lotico,12,INEA,-22.78849167,-43.31760833,Rio Caboblo,2017,8,"18,15","15,30","21,30","2,48","6,13"
-43.31076389,-22.79836111,69,00RJ10CB0005,RJ,,lotico,12,INEA,-22.79836111,-43.31076389,Rio Caboblo,2017,8,"16925,00","12,30","21,80","4,21","17,72"
-42.80972222,-22.7111111099999,70,00RJ10CC0620,RJ,,lotico,12,INEA,-22.71111111,-42.80972222,Rio Caceribú,2017,6,"46,60","38,90","61,30","11,39","129,75"
-42.9533969999999,-22.713117,71,00RJ10CC0622,RJ,,lotico,12,INEA,-22.713117,-42.953397,Rio Cacerebú,2017,8,"59,70","50,70","68,50","8,70","75,73"
-42.7258469999999,-22.727233,72,00RJ10CC0625,RJ,,lotico,12,INEA,-22.727233,-42.725847,Rio Caceribu,2017,8,"39175,00","30,20","47,50","8,23","67,77"
-42.6683169999999,-22.669861,73,00RJ10CC0630,RJ,,lotico,12,INEA,-22.669861,-42.668317,Rio Caceribu,2017,6,"80,30","80,20","80,40","0,09","0,01"
-43.3268583299999,-22.82284444,74,00RJ10CH0025,RJ,,lotico,12,INEA,-22.82284444,-43.32685833,Rio dos Cachorros I,2017,8,"16,35","12,70","19,80","3,18","10,11"
-43.333725,-22.82506389,75,00RJ10CH0088,RJ,,lotico,12,INEA,-22.82506389,-43.333725,Rio dos Cachorros II,2017,8,"15525,00","13,10","17,90","1,95","3,81"
-43.20984444,-22.912956,76,00RJ10CM0020,RJ,,lotico,12,INEA,-22.912956,-43.20984444,Rio Comprido,2017,8,"16,45","12,00","21,30","4,01","16,12"
-43.2393309999999,-22.8799559999999,77,00RJ10CN0100,RJ,,lotico,12,INEA,-22.879956,-43.239331,Informação não disponível,2017,8,"16725,00","14,50","19,00","1,73","2985,00"
-43.1723019999999,-22.933234,78,00RJ10CR0200,RJ,,lotico,99,INEA,-22.933234,-43.172302,Rio Carioca,2017,84,"20,86","11,30","47,10","7,00","48,97"
-43.267594,-22.8727999999999,79,00RJ10FR0142,RJ,,lotico,12,INEA,-22.8728,-43.267594,Rio Farias,2017,8,"21625,00","16,30","26,60","4,27","18,21"
-42.9737469999999,-22.6760669999999,80,00RJ10GP0600,RJ,,lotico,12,INEA,-22.676067,-42.973747,Rio Guapi,2017,8,"66,20","62,20","70,20","4,22","17,83"
-42.972719,-22.7869279999999,81,00RJ10GX0720,RJ,,lotico,12,INEA,-22.786928,-42.972719,Rio Guaxindiba,2017,6,"26,13","16,70","32,00","7,38","54,45"
-43.3652529999999,-22.6850889999999,82,00RJ10IA0250,RJ,,lotico,12,INEA,-22.685089,-43.365253,Rio Iguaçu,2017,8,"47375,00","41,30","53,20","5,11","26,10"
-43.0581359999999,-22.803053,83,00RJ10IB0810,RJ,,lotico,12,INEA,-22.803053,-43.058136,Rio Imboassu,2017,6,"23,23","16,90","27,40","4,99","24,87"
-43.285069,-22.818342,84,00RJ10IJ0200,RJ,,lotico,12,INEA,-22.818342,-43.285069,Rio Irajá,2017,8,"17975,00","14,70","21,20","2,74","7,50"
-43.154839,-22.624358,85,00RJ10IN0450,RJ,,lotico,12,INEA,-22.624358,-43.154839,Rio Inhomirim,2017,8,"54275,00","51,10","57,50","3,29","10,82"
-43.175128,-22.649439,86,00RJ10IN0460,RJ,,lotico,12,INEA,-22.649439,-43.175128,Rio Inhomirim,2017,8,"51475,00","47,60","55,30","3,98","15,88"
-43.077839,-22.6579829999999,87,00RJ10IR0540,RJ,,lotico,12,INEA,-22.657983,-43.077839,Rio Iriri,2017,8,"48,05","42,90","53,20","5,40","29,16"
-43.23403056,-22.913811,88,00RJ10JN0820,RJ,,lotico,12,INEA,-22.913811,-43.23403056,Rio Joana,2017,8,"13175,00","12,40","14,40","0,84","0,70"
-42.6203829999999,-22.418714,89,00RJ10MC0965,RJ,,lotico,12,INEA,-22.418714,-42.620383,Rio Macacu,2017,6,"79,90","76,40","86,80","5,34","28,57"
-43.6939139999999,-22.5607939999999,90,00RJ10MC0967,RJ,,lotico,12,INEA,-22.560794,-43.693914,Rio Macacu,2017,6,"64,10","62,00","68,20","3,18","10,09"
-43.040178,-22.663644,91,00RJ10MG0580,RJ,,lotico,12,INEA,-22.663644,-43.040178,Rio Magé,2017,8,"16025,00","15,00","17,20","1,05","1,11"
-43.2101939999999,-22.9001919999999,92,00RJ10MN0000,RJ,,lotico,12,INEA,-22.900192,-43.210194,Informação não disponível,2017,8,"18175,00","15,00","21,50","2,71","7,33"
-43.19811944,-22.907586,93,00RJ10MN0001,RJ,,lotico,12,INEA,-22.907586,-43.19811944,Canal do Mangue,2017,8,"24625,00","20,20","29,10","3,90","15,18"
-43.21741667,-22.906889,94,00RJ10MR0040,RJ,,lotico,12,INEA,-22.906889,-43.21741667,Canal do Mangue,2017,8,"18075,00","14,80","21,80","2,90","8,43"
-43.21019444,-22.9001919999999,95,00RJ10MR0043,RJ,,lotico,12,INEA,-22.900192,-43.21019444,Rio Maracanã,2017,8,"22725,00","20,60","24,40","1,50","2,24"
-42.91851944,-22.7829889999999,96,00RJ10MT0820,RJ,,lotico,12,INEA,-22.782989,-42.91851944,Rio Mutondo,2017,6,"28,00","24,20","30,90","3,08","9,46"
-43.01539444,-22.7964279999999,97,00RJ10MT0821,RJ,,lotico,12,INEA,-22.796428,-43.01539444,Rio Mutondo,2017,4,"31,25","30,20","32,30","1,21","1,47"
-43.283292,-22.8195749999999,98,00RJ10PN0180,RJ,,lotico,12,INEA,-22.819575,-43.283292,Informação não disponível,2017,8,"17975,00","17,00","18,90","0,85","0,72"
-43.3668,-22.804683,99,00RJ10PV0981,RJ,,lotico,12,INEA,-22.804683,-43.3668,Rio Pavuna,2017,8,"27225,00","23,40","30,80","2,96","8,73"
-43.34779722,-22.8036109999999,100,00RJ10PV0982,RJ,,lotico,12,INEA,-22.803611,-43.34779722,Rio Pavuna,2017,8,"26,35","24,10","28,00","1,67","2,79"
-43.0509279999999,-22.659644,101,00RJ10RN0560,RJ,,lotico,12,INEA,-22.659644,-43.050928,Rio Roncador,2017,6,"59,47","57,60","63,00","2,74","7,50"
-42.9832079999999,-22.548617,102,00RJ10SB0998,RJ,,lotico,12,INEA,-22.548617,-42.983208,Rio Soberbo,2017,8,"65475,00","65,30","65,70","0,16","0,03"
-43.2511029999999,-22.6598559999999,103,00RJ10SC0420,RJ,,lotico,12,INEA,-22.659856,-43.251103,Rio Saracuruna,2017,8,"36075,00","23,90","47,90","12,59","158,55"
-43.2900969999999,-22.802586,104,00RJ10SJ0220,RJ,,lotico,12,INEA,-22.802586,-43.290097,Rio São João de Meriti,2017,4,"15,80","14,90","16,70","1,04","1,08"
-43.287639,-22.7463059999999,105,00RJ10SP0300,RJ,,lotico,12,INEA,-22.746306,-43.287639,Informação não disponível,2017,8,"17,65","16,20","19,10","1,15","1,32"
-43.3972889999999,-22.7778719999999,106,00RJ10SP0305,RJ,,lotico,12,INEA,-22.777872,-43.397289,Rio Sarapuí,2017,8,"19925,00","17,60","22,90","2,04","4,16"
-43.36240278,-22.76307222,107,00RJ10SP0307,RJ,,lotico,12,INEA,-22.76307222,-43.36240278,Rio Sarapuí,2017,8,"23825,00","17,60","31,30","6,07","36,86"
-43.36240278,-22.763072,108,00RJ10SP0313,RJ,,lotico,12,INEA,-22.763072,-43.36240278,Rio Sarapuí,2017,8,"20,45","18,00","22,50","1,72","2,95"
-43.2833469999999,-22.644056,109,00RJ10SR0400,RJ,,lotico,12,INEA,-22.644056,-43.283347,Informação não disponível,2017,8,"41325,00","29,00","52,70","12,13","147,15"
-43.118972,-22.657619,110,00RJ10SR0500,RJ,,lotico,12,INEA,-22.657619,-43.118972,Rio Suruí,2017,8,"39675,00","32,60","45,80","6,54","42,75"
-43.2223055599999,-22.9199444399999,111,00RJ10TR0060,RJ,,lotico,12,INEA,-22.91994444,-43.22230556,Rio Trapicheiro,2017,8,"17425,00","16,00","19,00","1,24","1,53"
-44.3956111099999,-22.9345277799999,112,00RJ11BC0060,RJ,,lotico,12,INEA,-22.93452778,-44.39561111,Rio Bracuí,2017,2,"65,00","65,00","65,00","0,00","0,00"
-44.70516667,-23.09897222,113,00RJ11BG0040,RJ,,lotico,12,INEA,-23.09897222,-44.70516667,Rio da Barra Grande,2017,2,"64,10","64,10","64,10","0,00","0,00"
-44.27953889,-22.89147222,114,00RJ11CA0010,RJ,,lotico,12,INEA,-22.89147222,-44.27953889,Rio Campo Alegre,2017,4,"67,80","58,90","76,70","10,28","105,61"
-44.17055278,-23.0317361099999,115,00RJ11CG0010,RJ,,lotico,12,INEA,-23.03173611,-44.17055278,Rio Cantagalo,2017,4,"60,35","54,60","66,10","6,64","44,08"
-44.7243055599999,-23.22555556,116,00RJ11CR0070,RJ,,lotico,12,INEA,-23.22555556,-44.72430556,Rio Corisco,2017,2,"62,70","62,70","62,70","0,00","0,00"
-44.3280555599999,-22.9486944399999,117,00RJ11CT0050,RJ,,lotico,12,INEA,-22.94869444,-44.32805556,Rio Caputera,2017,4,"55,45","48,80","62,10","7,68","58,96"
-44.44419167,-22.9707888899999,118,00RJ11FR0010,RJ,,lotico,12,INEA,-22.97078889,-44.44419167,Rio do Frade (Ambrósio),2017,2,"58,40","58,40","58,40","0,00","0,00"
-44.70591667,-23.13544444,119,00RJ11GU0100,RJ,,lotico,12,INEA,-23.13544444,-44.70591667,Rio Grauna,2017,2,"61,20","61,20","61,20","0,00","0,00"
-44.0870194399999,-22.9565277799999,120,00RJ11IG0010,RJ,,lotico,12,INEA,-22.95652778,-44.08701944,Rio Ingaíba,2017,4,"65,30","59,00","71,60","7,27","52,92"
-44.2290083299999,-22.9966722199999,121,00RJ11JC0010,RJ,,lotico,12,INEA,-22.99667222,-44.22900833,Rio Jacuecanga,2017,4,"59,60","54,70","64,50","5,66","32,01"
-44323,-22.9236666699999,122,00RJ11JM0030,RJ,,lotico,12,INEA,-22.92366667,-44323,Rio Jurumirim,2017,4,"64,40","57,40","71,40","8,08","65,33"
-44.53716667,-23.02452778,123,00RJ11MB0080,RJ,,lotico,12,INEA,-23.02452778,-44.53716667,Rio Mambucaba,2017,2,"48,60","48,60","48,60","0,00","0,00"
-44.7003055599999,-23.25002778,124,00RJ11ME0020,RJ,,lotico,12,INEA,-23.25002778,-44.70030556,Rio dos Meros,2017,2,"53,60","53,60","53,60","0,00","0,00"
-44.29605556,-22.97853889,125,00RJ11MI0010,RJ,,lotico,12,INEA,-22.97853889,-44.29605556,Rio do Meio (Japuíba),2017,4,"36,90","24,60","49,20","14,20","201,72"
-44.71977778,-23.2177222199999,126,00RJ11PE0024,RJ,,lotico,12,INEA,-23.21772222,-44.71977778,Rio Perequeaçu,2017,2,"54,50","54,50","54,50","0,00","0,00"
-44.6786388899999,-23.26858333,127,00RJ11PM0090,RJ,,lotico,12,INEA,-23.26858333,-44.67863889,Rio Parati-Mirim,2017,2,"62,90","62,90","62,90","0,00","0,00"
-44.07645833,-22.9505666699999,128,00RJ11SA0030,RJ,,lotico,12,INEA,-22.95056667,-44.07645833,Rio Santo Antônio,2017,4,"63,45","57,20","69,70","7,22","52,08"
-43.80649722,-22.8722,129,00RJ12CA0140,RJ,,lotico,12,INEA,-22.8722,-43.80649722,Rio Cação,2017,8,"48,90","33,30","64,50","16,62","276,35"
-43.5450939999999,-22.9922139999999,130,00RJ12EN0670,RJ,,lotico,12,INEA,-22.992214,-43.545094,Rio E. Novo,2017,4,"30,65","30,60","30,70","0,06","0,00"
-43.6761999999999,-22.872697,131,00RJ12GM0180,RJ,,lotico,12,INEA,-22.872697,-43.6762,Rio Guandu mirim,2017,8,"28775,00","27,80","29,70","0,81","0,66"
-43.627286,-22.8093689999999,132,00RJ12GN0200,RJ,,lentico,12,INEA,-22.809369,-43.627286,Rio Guandu,2017,32,"66,08","56,70","75,20","5,37","28,89"
-43.6642189999999,-22.6571999999999,133,00RJ12GN0201,RJ,,lotico,12,INEA,-22.6572,-43.664219,Rio Guandu,2017,32,"71,38","64,80","80,20","3,90","15,21"
-43.7537579999999,-22.8891889999999,134,00RJ12GR0100,RJ,,lotico,12,INEA,-22.889189,-43.753758,Rio da Guarda,2017,8,"38725,00","35,20","42,60","3,49","12,18"
-43.74267222,-22.8731416699999,135,00RJ12IG0301,RJ,,lotico,12,INEA,-22.87314167,-43.74267222,Rio Itaguaí,2017,8,"34,85","32,30","37,30","2,29","5,23"
-43.695756,-22.909481,136,00RJ12IT0040,RJ,,lotico,12,INEA,-22.909481,-43.695756,Canal do Itá,2017,8,"31,70","27,20","37,00","4,18","17,47"
-43.88928056,-22.90672778,137,00RJ12IU0100,RJ,,lotico,12,INEA,-22.90672778,-43.88928056,Rio Itinguçu,2017,8,"79,10","78,00","80,20","1,12","1,26"
-43.8166639999999,-22.682353,138,00RJ12LG0350,RJ,,lotico,2,INEA,-22.682353,-43.816664,Ribeirão das Lages,2017,30,"74,31","70,00","79,50","3,27","10,70"
-43.784286,-22.692153,139,00RJ12LG0351,RJ,,lotico,2,INEA,-22.692153,-43.784286,Ribeirão das Lages,2017,34,"75,77","72,00","82,50","2,98","8,91"
-43.703344,-22.628125,140,00RJ12MC0410,RJ,,lotico,12,INEA,-22.628125,-43.703344,Rio Macaco,2017,34,"38,72","33,80","45,50","3,11","9,66"
-43.7825194399999,-22.87015833,141,00RJ12PM0360,RJ,,lotico,12,INEA,-22.87015833,-43.78251944,Rio Piranema,2017,8,"31175,00","24,40","37,70","5,99","35,85"
-43.629519,-22.729258,142,00RJ12PO0290,RJ,,lotico,12,INEA,-22.729258,-43.629519,Rio dos Poços,2017,34,"32,96","28,20","41,30","4,36","19,00"
-43.6069439999999,-22.993283,143,00RJ12PR0000,RJ,,lotico,12,INEA,-22.993283,-43.606944,Rio Piraquê,2017,4,"27,65","26,80","28,50","0,98","0,96"
-43.615831,-22.7597689999999,144,00RJ12QM0270,RJ,,lotico,12,INEA,-22.759769,-43.615831,Rio Queimados,2017,34,"21,67","14,30","33,00","5,10","26,06"
-43.592544,-22.7303669999999,145,00RJ12QM0271,RJ,,lotico,12,INEA,-22.730367,-43.592544,Rio Queimados,2017,32,"20,73","13,60","27,70","3,89","15,15"
-44.04639722,-22.93880833,146,00RJ12SC0490,RJ,,lotico,12,INEA,-22.93880833,-44.04639722,Rio do Saco,2017,8,"60,50","59,90","61,00","0,46","0,21"
-43.734989,-22.897392,147,00RJ12SF0080,RJ,,lotico,12,INEA,-22.897392,-43.734989,Canal de São Francisco,2017,8,"66,75","61,20","72,30","5,83","33,96"
-44.00388889,-22.9379999999999,148,00RJ12SH0300,RJ,,lotico,12,INEA,-22938,-44.00388889,Rio Sahy,2017,6,"72,40","65,70","75,90","5,19","26,95"
-43.6681805599999,-22.637142,149,00RJ12SN0331,RJ,,lotico,2,INEA,-22.637142,-43.66818056,Rio Santana,2017,26,"61,90","41,00","71,00","10,13","102,62"
-43.6229888899999,-22.6424972199999,150,00RJ12SP0310,RJ,,lotico,2,INEA,-22.64249722,-43.62298889,Rio São Pedro,2017,14,"69,94","62,90","74,90","4,44","19,68"
-43.703764,-22.919931,151,00RJ12VS0660,RJ,,lotico,12,INEA,-22.919931,-43.703764,Vala do Sangue,2017,8,"22725,00","19,10","25,80","2,73","7,47"
-43.06899444,-22.93891389,152,00RJ22AZ0100,RJ,,lotico,12,INEA,-22.93891389,-43.06899444,Rio Arrozal,2017,10,"34,76","25,00","45,10","8,70","75,68"
