X,Y,OBJECTID,codigo,uf,codigo_anterior,regime,enquadramento,responsavel,latitude,longitude,corpo_hidrico,Ano_1,Cont_1,Media_1,Min_1,Max_1,Stddev_1,Variance_1
-55.2722219999999,-20.4775,1,00MS23CH2018,MS,,lotico,2,IMASUL,-20.4775,-55.272222,Rio Cachoeirão,2017,6,73.6666666666667,70.6,75.3,2.37711309505171,5.65066666666632
-55.110556,-20.6408329999999,2,00MS23CN2002,MS,,lotico,2,IMASUL,-20.640833,-55.110556,Rio Canastrão,2017,6,70.1666666666667,65.9,72.7,3.32425430234621,11.0506666666673
-56.1203,-21.4831,3,00MS23MI0602,MS,,lotico,0,IMASUL,-21.4831,-56.1203,Rio Miranda,2017,6,71.6333333333333,70.7,73,1.08197350552936,1.17066666666748
-56.399167,-20.240833,4,00MS23MI1292,MS,00MS23MI2292,lotico,1,IMASUL,-20.240833,-56.399167,Rio Miranda,2017,6,63.1666666666667,60.1,67.2,3.26231002001123,10.6426666666657
-57.3380559999999,-19.421389,5,00MS23MI2000,MS,,lotico,2,IMASUL,-19.421389,-57.338056,Rio Miranda,2017,6,70,61.6,75.2,6.56780024056765,43.1360000000005
-56.8149999999999,-19.783333,6,00MS23MI2147,MS,,lotico,2,IMASUL,-19.783333,-56815,Rio Miranda,2017,6,69.5666666666667,59.4,78.2,8.49109337286243,72.0986666666683
-56.8149999999999,-19.789167,7,00MS23MI2148,MS,,lotico,2,IMASUL,-19.789167,-56815,Rio Miranda,2017,6,67.3333333333333,60.9,72.8,5.37425963893317,28.882666666666
-56.09,-20.7633329999999,8,00MS23MI2444,MS,,lotico,2,IMASUL,-20.763333,-56.09,Rio Miranda,2017,6,66.6333333333333,64.7,70.2,2.76598385148329,7.65066666666632
-56.1294,-21.4666999999999,9,00MS23MI2601,MS,,lotico,2,IMASUL,-21.4667,-56.1294,Rio Miranda,2017,6,71.3,69.3,72.5,1.55948709516935,2.43199999999973
-56.493611,-20.2147219999999,10,00MS23SA2001,MS,,lotico,2,IMASUL,-20.214722,-56.493611,Rio Salobra,2017,6,63.7666666666667,54.1,68.8,7.48990431625581,56.0986666666674
-44.6480529999999,-22.494356,11,00RJ02AB0155,RJ,,lotico,12,INEA,-22.494356,-44.648053,Córrego Água Branca,2017,4,61.85,58.6,65.1,3.75277674973265,14.0833333333339
-42.514169,-22.2218,12,00RJ02BG0366,RJ,,lotico,12,INEA,-22.2218,-42.514169,Rio Bengala,2017,8,51.5,44.7,54.6,4.28085438735238,18.3257142857141
-44.196647,-22.518814,13,00RJ02BN0180,RJ,,lotico,2,INEA,-22.518814,-44.196647,Rio Bananal,2017,4,53.45,51.4,55.5,2.3671361036773,5.60333333333256
-42.5715749999999,-22.219061,14,00RJ02GR0361,RJ,,lotico,12,INEA,-22.219061,-42.571575,Rio Grande,2017,8,58.5,35.4,69.9,14.4623649518328,209.160000000001
-43.182539,-22.503911,15,00RJ02PB0002,RJ,,lotico,12,INEA,-22.503911,-43.182539,Rio Piabanha,2017,4,53.95,52.2,55.7,2.02072594216354,4.08333333333273
-43.143986,-22.126539,16,00RJ02PB0011,RJ,,lotico,12,INEA,-22.126539,-43.143986,Rio Piabanha,2017,4,70.65,69.6,71.7,1.21243556529769,1.46999999999874
-43.8269109999999,-22.467708,17,00RJ02PI0241,RJ,,lotico,12,INEA,-22.467708,-43.826911,Rio Piraí,2017,4,40.2,35.6,44.8,5.31162247654457,28.2133333333334
-43.14652778,-22.091917,18,00RJ02PN0270,RJ,,lotico,2,INEA,-22.091917,-43.14652778,Informação não disponível,2017,4,66.45,56.2,76.7,11.8356805183874,140.083333333335
-43.27661111,-22.012194,19,00RJ02PN0273,RJ,,lotico,2,INEA,-22.012194,-43.27661111,Informação não disponível,2017,4,63.55,56,71.1,8.71798906476335,76.0033333333334
-44.4033029999999,-22.456272,20,00RJ02PP0160,RJ,,lotico,12,INEA,-22.456272,-44.403303,Rio Pirapetinga,2017,4,64.05,61.4,66.7,3.05995642670522,9.36333333333459
-43.9403169999999,-22.349867,21,00RJ02PQ0113,RJ,,lotico,12,INEA,-22.349867,-43.940317,Rio Paquequer,2017,8,53975,49.8,56,2.65585606322556,7.05357142857195
-43.9148749999999,-22.2487439999999,22,00RJ02PR0091,RJ,,lotico,12,INEA,-22.248744,-43.914875,Rio Preto,2017,8,54125,41.7,62.7,8.19978222707338,67.2364285714284
-44.5684939999999,-22.529033,23,00RJ02PS0410,RJ,,lentico,2,INEA,-22.529033,-44.568494,Rio Paraíba do Sul,2017,26,69.5076923076923,62.1,77.2,5.08542411815719,25.8615384615349
-44.4479249999999,-22.466897,24,00RJ02PS0413,RJ,,lotico,2,INEA,-22.466897,-44.447925,Rio Paraíba do Sul,2017,26,55.7461538461538,48.7,64.9,5.89095786908946,34.7033846153871
-44.300378,-22.4504689999999,25,00RJ02PS0415,RJ,,lotico,2,INEA,-22.450469,-44.300378,Rio Paraíba do Sul,2017,22,63.3818181818182,56.6,72.5,5.15563827868161,26.580606060607
-44.1899529999999,-22.525772,26,00RJ02PS0418,RJ,,lotico,2,INEA,-22.525772,-44.189953,Rio Paraíba do Sul,2017,18,58.8333333333333,52.5,65,3.88723400830133,15.1105882352944
-44.133203,-22.5199689999999,27,00RJ02PS0419,RJ,,lotico,2,INEA,-22.519969,-44.133203,Rio Paraíba do Sul,2017,20,58.87,50.1,65,5.44871785980792,29.6885263157898
-44.0630189999999,-22.47845,28,00RJ02PS0421,RJ,,lotico,2,INEA,-22.47845,-44.063019,Rio Paraíba do Sul,2017,26,57.9307692307692,52,64.9,3.51917822575299,12.384615384614
-43.9345779999999,-22.4990309999999,29,00RJ02PS0423,RJ,,lotico,2,INEA,-22.499031,-43.934578,Informação não disponível,2017,26,59.7692307692308,52,69,5.83237647829885,34.0166153846137
-43.827594,-22.464981,30,00RJ02PS0425,RJ,,lotico,2,INEA,-22.464981,-43.827594,Rio Paraíba do Sul,2017,26,61.1,44.2,69.4,7.84703765761326,61.5760000000006
-43.1694189999999,-22.105022,31,00RJ02PS0430,RJ,,lotico,2,INEA,-22.105022,-43.169419,Rio Paraíba do Sul,2017,24,60.2333333333333,45.7,69.2,7.48532864525907,56.030144927536
-42.9963888899999,-22.0347219999999,32,00RJ02PS0431,RJ,,lotico,2,INEA,-22.034722,-42.99638889,Rio Paraíba do Sul,2017,30,71.7466666666667,51,84,9.50715640917438,90.3860229885056
-42.9099859999999,-21.990964,33,00RJ02PS0432,RJ,,lotico,2,INEA,-21.990964,-42.909986,Rio Paraíba do Sul,2017,26,72.8076923076923,60.9,81.6,7.35754975936571,54.1335384615425
-42.0829639999999,-21.666458,34,00RJ02PS0434,RJ,,lotico,2,INEA,-21.666458,-42.082964,Informação não disponível,2017,20,73.26,57.6,80.2,8.30563537288774,68.9835789473642
-41.1541666699999,-21.6291669999999,35,00RJ02PS0436,RJ,,lotico,3,INEA,-21.629167,-41.15416667,Informação não disponível,2017,22,69.5909090909091,58.5,75.6,5.73185826187271,32.8541991341984
-41.7458329999999,-21.6433329999999,36,00RJ02PS0439,RJ,,lotico,2,INEA,-21.643333,-41.745833,Informação não disponível,2017,20,67.65,59.7,74.9,5.7694750285677,33.2868421052662
-41.3305559999999,-21.7444439999999,37,00RJ02PS0441,RJ,,lotico,3,INEA,-21.744444,-41.330556,Informação não disponível,2017,18,72.2555555555555,67.2,79.5,4.48634821000796,20.1273202614416
-44.6143527799999,-22.3294638899999,38,00RJ02PT0001,RJ,,lotico,1,INEA,-22.32946389,-44.61435278,Rio Preto,2017,4,83.65,82.5,84.8,1.32790561913579,1.76333333333241
-44.5885499999999,-22.3199861099999,39,00RJ02PT0002,RJ,,lotico,1,INEA,-22.31998611,-44.58855,Rio Preto,2017,6,69.2333333333333,68.2,69.8,0.801664934163643,0.642666666667598
-44.56260278,-22.330775,40,00RJ02PT0003,RJ,,lotico,1,INEA,-22.330775,-44.56260278,Rio Preto,2017,6,70.0666666666666,61.9,74.2,6.32603087778336,40.0186666666685
-44.5362166699999,-22.32975556,41,00RJ02PT0004,RJ,,lotico,1,INEA,-22.32975556,-44.53621667,Rio Preto,2017,4,73.05,71.5,74.6,1.78978583448789,3.20333333333353
-44.5308222199999,-22.32742222,42,00RJ02PT0005,RJ,,lotico,1,INEA,-22.32742222,-44.53082222,Rio Preto,2017,4,72.95,69.2,76.7,4.33012701892219,18.75
-44.5080805599999,-22.30686944,43,00RJ02PT0006,RJ,,lotico,1,INEA,-22.30686944,-44.50808056,Rio Preto,2017,6,72.6333333333333,69.4,74.3,2.50492847535978,6.2746666666683
-43.13391389,-22.38680278,44,00RJ02SA0100,RJ,,lotico,99,INEA,-22.38680278,-43.13391389,Rio Santo Antônio,2017,4,58.25,57.3,59.2,1.09696551146038,1.20333333333353
-42.0574999999999,-22.23911111,45,00RJ04DB0010,RJ,,lotico,12,INEA,-22.23911111,-42.0575,Rio Duas Barras,2017,8,58.85,46.2,72.5,10.6348483769164,113.100000000001
-41.86072222,-22.41869444,46,00RJ04IM0010,RJ,,lotico,12,INEA,-22.41869444,-41.86072222,Rio Imboassica,2017,2,45.8,45.8,45.8,0,0
-41.8769805599999,-22.295017,47,00RJ04MC0002,RJ,,lotico,12,INEA,-22.295017,-41.87698056,Rio Macaé,2017,6,68.9666666666667,60.3,80.2,9.11891806447811,83.1546666666652
-42.31089444,-22.37271944,48,00RJ04MC0010,RJ,,lotico,12,INEA,-22.37271944,-42.31089444,Rio Macaé,2017,6,76.0333333333333,69.8,79.2,4.82852634523896,23.3146666666667
-41.9815555599999,-22.2704444399999,49,00RJ04OU0020,RJ,,lotico,12,INEA,-22.27044444,-41.98155556,Rio do Ouro,2017,4,58.85,45.7,72,15.1843120796871,230.563333333333
-42.3104999999999,-22.38713889,50,00RJ04RB0010,RJ,,lotico,12,INEA,-22.38713889,-42.3105,Rio Bonito,2017,6,81.5,74.2,85.2,5.65473253125211,31.9760000000009
-41.93221111,-22.5179722199999,51,00RJ04RO0015,RJ,,lotico,12,INEA,-22.51797222,-41.93221111,Rio das Ostras,2017,6,43.7,40.2,46,2.75535841588718,7.59200000000031
-42.2023333299999,-22.36141667,52,00RJ04SN0005,RJ,,lotico,12,INEA,-22.36141667,-42.20233333,Rio Sana,2017,6,79.4333333333333,76.2,81.1,2.50492847535978,6.2746666666683
-42.01769444,-22.2333333299999,53,00RJ04SP0010,RJ,,lotico,12,INEA,-22.23333333,-42.01769444,Rio São Pedro,2017,4,69.8,69.5,70.1,0.346410161512305,0.119999999998981
-41.87277778,-22.277778,54,00RJ04SP0050,RJ,,lotico,12,INEA,-22.277778,-41.87277778,Rio São Pedro,2017,8,66175,62.2,70.3,4.19889441230837,17.6307142857144
-42.3601639999999,-22.712392,55,00RJ05BC0002,RJ,,lotico,12,INEA,-22.712392,-42.360164,Rio Bacaxá,2017,2,75,75,75,0,0
-42.4001749999999,-22.642692,56,00RJ05CP0002,RJ,,lotico,12,INEA,-22.642692,-42.400175,Rio Capivari,2017,2,67.6,67.6,67.6,0,0
-42.363825,-22.564714,57,00RJ05SJ0003,RJ,,lotico,12,INEA,-22.564714,-42.363825,Rio São João,2017,2,83.8,83.8,83.8,0,0
-42.266606,-22.587844,58,00RJ05SJ0012,RJ,,lotico,12,INEA,-22.587844,-42.266606,Rio São João,2017,2,79.8,79.8,79.8,0,0
-42.021417,-22.7177189999999,59,00RJ06UN0100,RJ,,lotico,12,INEA,-22.717719,-42.021417,Rio Una,2017,2,52.8,52.8,52.8,0,0
-43.3306944399999,-22.812542,60,00RJ10AC0240,RJ,,lotico,12,INEA,-22.812542,-43.33069444,Rio Acarí,2017,8,25.3,20.4,29.9,4.04333667019844,16.3485714285714
-43.3511109999999,-22.822583,61,00RJ10AC0241,RJ,,lotico,12,INEA,-22.822583,-43.351111,Rio Acarí,2017,8,23825,21.9,25.4,1.43701078631999,2.06499999999999
-43.03058333,-22.8753889999999,62,00RJ10AN0738,RJ,,lotico,12,INEA,-22.875389,-43.03058333,Rio Alcântara,2017,6,32.6,29.4,34.6,2.50439613479974,6.27199999999987
-43.010756,-22.839311,63,00RJ10AN0740,RJ,,lotico,12,INEA,-22.839311,-43.010756,Rio Alcântara,2017,6,26.8,22.6,30.2,3.45485166107031,11.9360000000003
-43.013975,-22.791008,64,00RJ10AN0741,RJ,,lotico,12,INEA,-22.791008,-43.013975,Rio Alcântara,2017,6,23.2666666666667,22.6,24.4,0.88242091241464,0.778666666666686
-43.0062555599999,-22.825367,65,00RJ10AN0750,RJ,,lotico,12,INEA,-22.825367,-43.00625556,Rio Alcântara,2017,6,26.1666666666667,23,29.1,2.73398366247251,7.4746666666666
-43.102569,-22.855397,66,00RJ10BM0760,RJ,,lotico,12,INEA,-22.855397,-43.102569,Rio Bomba,2017,6,30.0333333333333,23.6,34.5,5.10711921406451,26.0826666666669
-43.411572,-22.736511,67,00RJ10BT0100,RJ,,lotico,12,INEA,-22.736511,-43.411572,Rio da Bota,2017,8,22,18.9,24.7,2.22325372885257,4.94285714285687
-43.31760833,-22.7884916699999,68,00RJ10CB0004,RJ,,lotico,12,INEA,-22.78849167,-43.31760833,Rio Caboblo,2017,8,18.15,15.3,21.3,2.47674902125462,6.13428571428572
-43.31076389,-22.79836111,69,00RJ10CB0005,RJ,,lotico,12,INEA,-22.79836111,-43.31076389,Rio Caboblo,2017,8,16925,12.3,21.8,4.20908880536258,17.7164285714286
-42.80972222,-22.7111111099999,70,00RJ10CC0620,RJ,,lotico,12,INEA,-22.71111111,-42.80972222,Rio Caceribú,2017,6,46.6,38.9,61.3,11.3908735398125,129.751999999999
-42.9533969999999,-22.713117,71,00RJ10CC0622,RJ,,lotico,12,INEA,-22.713117,-42.953397,Rio Cacerebú,2017,8,59.7,50.7,68.5,8.70205230309003,75.7257142857145
-42.7258469999999,-22.727233,72,00RJ10CC0625,RJ,,lotico,12,INEA,-22.727233,-42.725847,Rio Caceribu,2017,8,39175,30.2,47.5,8.23212348928619,67.7678571428574
-42.6683169999999,-22.669861,73,00RJ10CC0630,RJ,,lotico,12,INEA,-22.669861,-42.668317,Rio Caceribu,2017,6,80.3,80.2,80.4,0.0894427190982562,0.00799999999968956
-43.3268583299999,-22.82284444,74,00RJ10CH0025,RJ,,lotico,12,INEA,-22.82284444,-43.32685833,Rio dos Cachorros I,2017,8,16.35,12.7,19.8,3.17894861325474,10.1057142857143
-43.333725,-22.82506389,75,00RJ10CH0088,RJ,,lotico,12,INEA,-22.82506389,-43.333725,Rio dos Cachorros II,2017,8,15525,13.1,17.9,1.9513731429066,3.80785714285717
-43.20984444,-22.912956,76,00RJ10CM0020,RJ,,lotico,12,INEA,-22.912956,-43.20984444,Rio Comprido,2017,8,16.45,12,21.3,4.01461615315125,16.1171428571429
-43.2393309999999,-22.8799559999999,77,00RJ10CN0100,RJ,,lotico,12,INEA,-22.879956,-43.239331,Informação não disponível,2017,8,16725,14.5,19,1.7277152543171,2985
-43.1723019999999,-22.933234,78,00RJ10CR0200,RJ,,lotico,99,INEA,-22.933234,-43.172302,Rio Carioca,2017,84,20.8595238095238,11.3,47.1,6.9980052071247,48.9720768789444
-43.267594,-22.8727999999999,79,00RJ10FR0142,RJ,,lotico,12,INEA,-22.8728,-43.267594,Rio Farias,2017,8,21625,16.3,26.6,4.26773610109286,18.2135714285713
-42.9737469999999,-22.6760669999999,80,00RJ10GP0600,RJ,,lotico,12,INEA,-22.676067,-42.973747,Rio Guapi,2017,8,66.2,62.2,70.2,4.22306591403511,17.8342857142852
-42.972719,-22.7869279999999,81,00RJ10GX0720,RJ,,lotico,12,INEA,-22.786928,-42.972719,Rio Guaxindiba,2017,6,26.1333333333333,16.7,32,7.37906949870148,54.4506666666666
-43.3652529999999,-22.6850889999999,82,00RJ10IA0250,RJ,,lotico,12,INEA,-22.685089,-43.365253,Rio Iguaçu,2017,8,47375,41.3,53.2,5.10874600213063,26.0992857142857
-43.0581359999999,-22.803053,83,00RJ10IB0810,RJ,,lotico,12,INEA,-22.803053,-43.058136,Rio Imboassu,2017,6,23.2333333333333,16.9,27.4,4.98664884132285,24.8666666666665
-43.285069,-22.818342,84,00RJ10IJ0200,RJ,,lotico,12,INEA,-22.818342,-43.285069,Rio Irajá,2017,8,17975,14.7,21.2,2.73848237428794,7.4992857142857
-43.154839,-22.624358,85,00RJ10IN0450,RJ,,lotico,12,INEA,-22.624358,-43.154839,Rio Inhomirim,2017,8,54275,51.1,57.5,3.29013677527221,10.8249999999986
-43.175128,-22.649439,86,00RJ10IN0460,RJ,,lotico,12,INEA,-22.649439,-43.175128,Rio Inhomirim,2017,8,51475,47.6,55.3,3.98452363168163,15.8764285714294
-43.077839,-22.6579829999999,87,00RJ10IR0540,RJ,,lotico,12,INEA,-22.657983,-43.077839,Rio Iriri,2017,8,48.05,42.9,53.2,5.3997354432549,29.1571428571432
-43.23403056,-22.913811,88,00RJ10JN0820,RJ,,lotico,12,INEA,-22.913811,-43.23403056,Rio Joana,2017,8,13175,12.4,14.4,0.836233050223288,0.699285714285744
-42.6203829999999,-22.418714,89,00RJ10MC0965,RJ,,lotico,12,INEA,-22.418714,-42.620383,Rio Macacu,2017,6,79.9,76.4,86.8,5.34490411513615,28.5679999999993
-43.6939139999999,-22.5607939999999,90,00RJ10MC0967,RJ,,lotico,12,INEA,-22.560794,-43.693914,Rio Macacu,2017,6,64.1,62,68.2,3.17616120497692,10.0880000000005
-43.040178,-22.663644,91,00RJ10MG0580,RJ,,lotico,12,INEA,-22.663644,-43.040178,Rio Magé,2017,8,16025,15,17.2,1.05390430576704,1.1107142857143
-43.2101939999999,-22.9001919999999,92,00RJ10MN0000,RJ,,lotico,12,INEA,-22.900192,-43.210194,Informação não disponível,2017,8,18175,15,21.5,2.70700150403674,7.32785714285715
-43.19811944,-22.907586,93,00RJ10MN0001,RJ,,lotico,12,INEA,-22.907586,-43.19811944,Canal do Mangue,2017,8,24625,20.2,29.1,3.89606028114116,15.1792857142857
-43.21741667,-22.906889,94,00RJ10MR0040,RJ,,lotico,12,INEA,-22.906889,-43.21741667,Canal do Mangue,2017,8,18075,14.8,21.8,2.90356923212004,8.43071428571414
-43.21019444,-22.9001919999999,95,00RJ10MR0043,RJ,,lotico,12,INEA,-22.900192,-43.21019444,Rio Maracanã,2017,8,22725,20.6,24.4,1.49546934820758,2.23642857142841
-42.91851944,-22.7829889999999,96,00RJ10MT0820,RJ,,lotico,12,INEA,-22.782989,-42.91851944,Rio Mutondo,2017,6,28,24.2,30.9,3.07636148721179,9.46399999999994
-43.01539444,-22.7964279999999,97,00RJ10MT0821,RJ,,lotico,12,INEA,-22.796428,-43.01539444,Rio Mutondo,2017,4,31.25,30.2,32.3,1.21243556529832,1.47000000000025
-43.283292,-22.8195749999999,98,00RJ10PN0180,RJ,,lotico,12,INEA,-22.819575,-43.283292,Informação não disponível,2017,8,17975,17,18.9,0.849789889997974,0.722142857142769
-43.3668,-22.804683,99,00RJ10PV0981,RJ,,lotico,12,INEA,-22.804683,-43.3668,Rio Pavuna,2017,8,27225,23.4,30.8,2.95526165145685,8.73357142857146
-43.34779722,-22.8036109999999,100,00RJ10PV0982,RJ,,lotico,12,INEA,-22.803611,-43.34779722,Rio Pavuna,2017,8,26.35,24.1,28,1.67075688579419,2.7914285714287
-43.0509279999999,-22.659644,101,00RJ10RN0560,RJ,,lotico,12,INEA,-22.659644,-43.050928,Rio Roncador,2017,6,59.4666666666667,57.6,63,2.73836934445792,7.49866666666688
-42.9832079999999,-22.548617,102,00RJ10SB0998,RJ,,lotico,12,INEA,-22.548617,-42.983208,Rio Soberbo,2017,8,65475,65.3,65.7,0.158113883013021,0.0250000000014552
-43.2511029999999,-22.6598559999999,103,00RJ10SC0420,RJ,,lotico,12,INEA,-22.659856,-43.251103,Rio Saracuruna,2017,8,36075,23.9,47.9,12.591692272515,158.550714285714
-43.2900969999999,-22.802586,104,00RJ10SJ0220,RJ,,lotico,12,INEA,-22.802586,-43.290097,Rio São João de Meriti,2017,4,15.8,14.9,16.7,1.03923048454131,1.07999999999997
-43.287639,-22.7463059999999,105,00RJ10SP0300,RJ,,lotico,12,INEA,-22.746306,-43.287639,Informação não disponível,2017,8,17.65,16.2,19.1,1.14766844390824,1.31714285714276
-43.3972889999999,-22.7778719999999,106,00RJ10SP0305,RJ,,lotico,12,INEA,-22.777872,-43.397289,Rio Sarapuí,2017,8,19925,17.6,22.9,2.03873209898422,4.15642857142861
-43.36240278,-22.76307222,107,00RJ10SP0307,RJ,,lotico,12,INEA,-22.76307222,-43.36240278,Rio Sarapuí,2017,8,23825,17.6,31.3,6.07165545794554,36.8649999999999
-43.36240278,-22.763072,108,00RJ10SP0313,RJ,,lotico,12,INEA,-22.763072,-43.36240278,Rio Sarapuí,2017,8,20.45,18,22.5,1.71797222661736,2.95142857142862
-43.2833469999999,-22.644056,109,00RJ10SR0400,RJ,,lotico,12,INEA,-22.644056,-43.283347,Informação não disponível,2017,8,41325,29,52.7,12.1305694130867,147.150714285714
-43.118972,-22.657619,110,00RJ10SR0500,RJ,,lotico,12,INEA,-22.657619,-43.118972,Rio Suruí,2017,8,39675,32.6,45.8,6.5384030378766,42.7507142857139
-43.2223055599999,-22.9199444399999,111,00RJ10TR0060,RJ,,lotico,12,INEA,-22.91994444,-43.22230556,Rio Trapicheiro,2017,8,17425,16,19,1.23837451062729,1.53357142857138
-44.3956111099999,-22.9345277799999,112,00RJ11BC0060,RJ,,lotico,12,INEA,-22.93452778,-44.39561111,Rio Bracuí,2017,2,65,65,65,0,0
-44.70516667,-23.09897222,113,00RJ11BG0040,RJ,,lotico,12,INEA,-23.09897222,-44.70516667,Rio da Barra Grande,2017,2,64.1,64.1,64.1,0,0
-44.27953889,-22.89147222,114,00RJ11CA0010,RJ,,lotico,12,INEA,-22.89147222,-44.27953889,Rio Campo Alegre,2017,4,67.8,58.9,76.7,10.2768347915754,105.613333333335
-44.17055278,-23.0317361099999,115,00RJ11CG0010,RJ,,lotico,12,INEA,-23.03173611,-44.17055278,Rio Cantagalo,2017,4,60.35,54.6,66.1,6.6395280956807,44.0833333333333
-44.7243055599999,-23.22555556,116,00RJ11CR0070,RJ,,lotico,12,INEA,-23.22555556,-44.72430556,Rio Corisco,2017,2,62.7,62.7,62.7,0,0
-44.3280555599999,-22.9486944399999,117,00RJ11CT0050,RJ,,lotico,12,INEA,-22.94869444,-44.32805556,Rio Caputera,2017,4,55.45,48.8,62.1,7.67875858022201,58.9633333333331
-44.44419167,-22.9707888899999,118,00RJ11FR0010,RJ,,lotico,12,INEA,-22.97078889,-44.44419167,Rio do Frade (Ambrósio),2017,2,58.4,58.4,58.4,0,0
-44.70591667,-23.13544444,119,00RJ11GU0100,RJ,,lotico,12,INEA,-23.13544444,-44.70591667,Rio Grauna,2017,2,61.2,61.2,61.2,0,0
-44.0870194399999,-22.9565277799999,120,00RJ11IG0010,RJ,,lotico,12,INEA,-22.95652778,-44.08701944,Rio Ingaíba,2017,4,65.3,59,71.6,7.27461339178933,52.9200000000007
-44.2290083299999,-22.9966722199999,121,00RJ11JC0010,RJ,,lotico,12,INEA,-22.99667222,-44.22900833,Rio Jacuecanga,2017,4,59.6,54.7,64.5,5.65803263805841,32.0133333333342
-44323,-22.9236666699999,122,00RJ11JM0030,RJ,,lotico,12,INEA,-22.92366667,-44323,Rio Jurumirim,2017,4,64.4,57.4,71.4,8.08290376865476,65.3333333333333
-44.53716667,-23.02452778,123,00RJ11MB0080,RJ,,lotico,12,INEA,-23.02452778,-44.53716667,Rio Mambucaba,2017,2,48.6,48.6,48.6,0,0
-44.7003055599999,-23.25002778,124,00RJ11ME0020,RJ,,lotico,12,INEA,-23.25002778,-44.70030556,Rio dos Meros,2017,2,53.6,53.6,53.6,0,0
-44.29605556,-22.97853889,125,00RJ11MI0010,RJ,,lotico,12,INEA,-22.97853889,-44.29605556,Rio do Meio (Japuíba),2017,4,36.9,24.6,49.2,14.2028166220648,201.72
-44.71977778,-23.2177222199999,126,00RJ11PE0024,RJ,,lotico,12,INEA,-23.21772222,-44.71977778,Rio Perequeaçu,2017,2,54.5,54.5,54.5,0,0
-44.6786388899999,-23.26858333,127,00RJ11PM0090,RJ,,lotico,12,INEA,-23.26858333,-44.67863889,Rio Parati-Mirim,2017,2,62.9,62.9,62.9,0,0
-44.07645833,-22.9505666699999,128,00RJ11SA0030,RJ,,lotico,12,INEA,-22.95056667,-44.07645833,Rio Santo Antônio,2017,4,63.45,57.2,69.7,7.21687836487032,52.0833333333333
-43.80649722,-22.8722,129,00RJ12CA0140,RJ,,lotico,12,INEA,-22.8722,-43.80649722,Rio Cação,2017,8,48.9,33.3,64.5,16.6237351828213,276.348571428571
-43.5450939999999,-22.9922139999999,130,00RJ12EN0670,RJ,,lotico,12,INEA,-22.992214,-43.545094,Rio E. Novo,2017,4,30.65,30.6,30.7,0.0577350269169672,0.00333333333310293
-43.6761999999999,-22.872697,131,00RJ12GM0180,RJ,,lotico,12,INEA,-22.872697,-43.6762,Rio Guandu mirim,2017,8,28775,27.8,29.7,0.81196410898838,0.659285714285293
-43.627286,-22.8093689999999,132,00RJ12GN0200,RJ,,lentico,12,INEA,-22.809369,-43.627286,Rio Guandu,2017,32,66.08125,56.7,75.2,5.37475805907105,28.8880241935492
-43.6642189999999,-22.6571999999999,133,00RJ12GN0201,RJ,,lotico,12,INEA,-22.6572,-43.664219,Rio Guandu,2017,32,71.38125,64.8,80.2,3.90040837398757,15.2131854838724
-43.7537579999999,-22.8891889999999,134,00RJ12GR0100,RJ,,lotico,12,INEA,-22.889189,-43.753758,Rio da Guarda,2017,8,38725,35.2,42.6,3.48988333820568,12.1792857142856
-43.74267222,-22.8731416699999,135,00RJ12IG0301,RJ,,lotico,12,INEA,-22.87314167,-43.74267222,Rio Itaguaí,2017,8,34.85,32.3,37.3,2.28598212716423,5.22571428571428
-43.695756,-22.909481,136,00RJ12IT0040,RJ,,lotico,12,INEA,-22.909481,-43.695756,Canal do Itá,2017,8,31.7,27.2,37,4.18022555782413,17.4742857142861
-43.88928056,-22.90672778,137,00RJ12IU0100,RJ,,lotico,12,INEA,-22.90672778,-43.88928056,Rio Itinguçu,2017,8,79.1,78,80.2,1.12376916795915,1.2628571428556
-43.8166639999999,-22.682353,138,00RJ12LG0350,RJ,,lotico,2,INEA,-22.682353,-43.816664,Ribeirão das Lages,2017,30,74.3066666666667,70,79.5,3.27044585522439,10.6958160919544
-43.784286,-22.692153,139,00RJ12LG0351,RJ,,lotico,2,INEA,-22.692153,-43.784286,Ribeirão das Lages,2017,34,75.7705882352941,72,82.5,2.98476225252552,8.90880570410122
-43.703344,-22.628125,140,00RJ12MC0410,RJ,,lotico,12,INEA,-22.628125,-43.703344,Rio Macaco,2017,34,38.7235294117647,33.8,45.5,3.10727970510811,9.65518716577674
-43.7825194399999,-22.87015833,141,00RJ12PM0360,RJ,,lotico,12,INEA,-22.87015833,-43.78251944,Rio Piranema,2017,8,31175,24.4,37.7,5.98778518557333,35.8535714285715
-43.629519,-22.729258,142,00RJ12PO0290,RJ,,lotico,12,INEA,-22.729258,-43.629519,Rio dos Poços,2017,34,32.9647058823529,28.2,41.3,4.35944688964105,19.004777183601
-43.6069439999999,-22.993283,143,00RJ12PR0000,RJ,,lotico,12,INEA,-22.993283,-43.606944,Rio Piraquê,2017,4,27.65,26.8,28.5,0.981495457622342,0.963333333333291
-43.615831,-22.7597689999999,144,00RJ12QM0270,RJ,,lotico,12,INEA,-22.759769,-43.615831,Rio Queimados,2017,34,21.6705882352941,14.3,33,5.10481231137864,26.0591087344029
-43.592544,-22.7303669999999,145,00RJ12QM0271,RJ,,lotico,12,INEA,-22.730367,-43.592544,Rio Queimados,2017,32,20.73125,13.6,27.7,3.89270927297052,15.1531854838706
